record_no,event_id,continent,country,location,event_name,event_date,event_year,event_summary,cause,impact,source_url,latitude,longitude,coordinate_meaning,coordinate_precision,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,source_grade,verification_status,status_group,source_location_notes,source_dataset,collection_path,supplementary_url,primary_source_count,source_url_access_status,supplementary_url_access_status,retrieval_date,event_group_id,independent_event_count,heatwave_evidence,cause_completeness,population_count_2020,population_density_2020_per_km2,heatwave_days_7d,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_degree_days_c,heatwave_score_0_100,gee_enrichment_status
117,HRF-0117,欧洲,Spain,València,Unnamed Highrise fire,2024-02-22,2024,2024 València residential complex fire,未检索到/待核实,2024 València residential complex fire,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,39.47391,-0.37966,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,residential,未检索到,未检索到,未检索到,10,,,C,candidate_height_or_list_membership_needs_individual_source,候选待核实,listed in high-rise fire table；aggregate list is not sufficient for final inclusion; verify height/floors and event details with cited event or building source,Wikipedia dynamic high-rise list (candidate discovery),批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
118,HRF-0118,欧洲,Spain,"Campanar, Valencia, Valencian Community, Spain",Valencia residential complex fire,2024-02-22,2024,14层住宅综合体一户起火后在强风下迅速蔓延至外墙和相邻楼体。,火始于住宅单元；后续调查指向冰箱制冷剂泄漏后被火花点燃，但点火细节并非完全确定。,10人死亡、15人接受伤情治疗；约140套住宅所在综合体严重烧毁，住户临时安置。,https://apnews.com/article/e57323a53ece0d24e14ad67a3049ff47,39.4862,-0.4057,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise residential façade fire,residential,14 storeys,14,modern residential complex,10,15,140,A,confirmed_highrise,严格确认,AP后续报道确认最终10名死者、14层和约140套住宅；原因最终结论仍应以西班牙调查为准。,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-欧洲非洲,Wikipedia专题列表 | 区域代理-欧洲非洲 | 批量来源代理,https://en.wikipedia.org/wiki/2024_València_residential_complex_fire | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,3,可访问(200),https://en.wikipedia.org/wiki/2024_València_residential_complex_fire => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
119,HRF-0119,欧洲,Russia,Tver,fire,2024-03-14,2024,高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Occurred during construction,未检索到/待核实,死亡人数：0。Occurred during construction,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,56.85836,35.90057,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
120,HRF-0120,欧洲,France,"146 rue de Charonne, Paris, Île-de-France, France",146 rue de Charonne fire,2024-04-07,2024,巴黎一栋12层建筑7层发生火灾。,未核实。,3人死亡；表中未记录受伤。,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,48.854,2.389,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise residential fire,residential / mixed-use to verify,12 storeys; fire on 7th floor,7th of 12,未检索到,3,0,,C,confirmed_height_needs_primary_source,确认但有待复核字段,高层外立面火灾汇总表确认12层、7层起火和3人死亡；需补法国警方或消防原始来源。,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-欧洲非洲,Wikipedia专题列表 | 区域代理-欧洲非洲 | 批量来源代理,https://en.wikipedia.org/wiki/146_rue_de_Charonne_fire?action=edit&redlink=1,2,可访问(200),https://en.wikipedia.org/wiki/146_rue_de_Charonne_fire?action=edit&redlink=1 => HTTP错误(404),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
121,HRF-0121,欧洲,France,Paris,"Asia of Ivry (fr, Asie d'Ivry) Wholesaler Chinese Pastry, 50 Av. de la Prte d'Ivry fire",2024-09-17,2024,"Asia of Ivry (fr, Asie d'Ivry) Wholesaler Chinese Pastry, 50 Av. de la Prte d'Ivry高层建筑外立面火灾。死亡 0，受伤 2；表中记录的受影响楼层为 7th (attic)。",未检索到/待核实,死亡 0，受伤 2；表中记录的受影响楼层为 7th (attic)。,https://english.news.cn/europe/20240918/4f5f1d3157c342bba3a376dc712960fe/c.html,48.85341,2.3488,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,21 m,7th (attic),未检索到,0,2,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
122,HRF-0122,欧洲,France,Paris,26 Avenue d'Iéna fire,2024-12-13,2024,26 Avenue d'Iéna高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 7th。,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 7th。,https://www.sortiraparis.com/en/news/in-paris/articles/322526-fire-in-progress-avenue-d-iena-in-paris-16th-arrondissement,48.85341,2.3488,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,7th,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
123,HRF-0123,欧洲,France,Paris,"GMF Assurances, 1 rue de la Pépinière fire",2024-12-24,2024,"GMF Assurances, 1 rue de la Pépinière高层建筑外立面火灾。死亡 0，受伤 1；表中记录的受影响楼层为 Top flr。",未检索到/待核实,死亡 0，受伤 1；表中记录的受影响楼层为 Top flr。,https://www.sortiraparis.com/en/news/in-paris/articles/322834-fire-in-front-of-gare-saint-lazare-building-destroys-paris-8e-avoid-the-area,48.85341,2.3488,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,Top flr,未检索到,0,1,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
124,HRF-0124,欧洲,France,Paris,The 12th District Town Hall fire,2025-01-27,2025,"The 12th District Town Hall高层建筑火灾；建筑高度记录为 36 m。死亡人数：0。Top flrs, possible electrical short in attic, 150 firefighters saved main structure, tower stabilized after collapse risk.","Top flrs, possible electrical short in attic, 150 firefighters saved main structure, tower stabilized after collapse risk.","死亡人数：0。Top flrs, possible electrical short in attic, 150 firefighters saved main structure, tower stabilized after collapse risk.",https://apnews.com/article/paris-town-hall-fire-bell-tower-c6ff46a0f000b28d2a4cffb30ae82f08,48.85341,2.3488,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,36 m,Top flrs,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
125,HRF-0125,欧洲,France,"Tours, Indre-et-Loire",18 Jardin de Guillaume Bouzignac/18 Mail Gustave Flaubert fire,2025-10-10,2025,18 Jardin de Guillaume Bouzignac/18 Mail Gustave Flaubert高层建筑火灾；建筑高度记录为 60 m。死亡人数：1。,未检索到/待核实,死亡人数：1。,https://www.lanouvellerepublique.fr/tours/incendie-dans-un-appartement-du-quartier-bouzignac-a-tours-une-personne-retrouvee-decedee-1760119673,47.39484,0.70398,城市代表点（GeoNames；不是建筑精确坐标）,city_centroid,高层建筑火灾,未检索到,60 m,未检索到,未检索到,1,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,受限(403),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
126,HRF-0126,欧洲,Bosnia and Herzegovina,Tuzla,Tuzla retirement home fire,2025-11-04,2025,Tuzla Retirement Home高层建筑火灾；建筑高度记录为 未列明。死亡人数：17。Tuzla retirement home fire,未检索到/待核实,死亡人数：17。Tuzla retirement home fire,https://en.wikipedia.org/wiki/Tuzla_retirement_home_fire,44.53842,18.66709,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,healthcare/care,未检索到,未检索到,未检索到,17,,,B,compendium_needs_independent_verification,专题汇编记录,Wikipedia具名事件页+高层建筑专题表,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
127,HRF-0127,欧洲,Croatia,Zagreb,Vjesnik Building fire,2025-11-17,2025,"Vjesnik Building高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire started at the 15th floor by high school students. The building was vacant at the time of the fire, and will be demolished.",Fire started at the 15th floor by high school students.,"死亡人数：0。Fire started at the 15th floor by high school students. The building was vacant at the time of the fire, and will be demolished.",https://balkaninsight.com/2025/11/26/up-in-smoke-vjesnik-fire-symbolises-end-of-croatian-journalisms-golden-age/,45.81444,15.97798,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,education,未检索到,未检索到,vacant,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
128,HRF-0128,欧洲,Croatia,"Vjesnik Tower, Zagreb, City of Zagreb, Croatia",Vjesnik Tower fire,2025-11-17,2025,萨格勒布地标高层办公塔发生大火，建筑内部和上部楼层严重损毁。,未核实。,建筑几乎被完全烧毁；无人员伤亡。,https://apnews.com/article/09f6463cc7981e4ee74cc79fbe922b07,45.7997,15.9614,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise office fire,office / former newspaper headquarters,about 16 storeys / landmark tower,未检索到,older landmark office tower,0,0,0,A,confirmed_highrise,严格确认,AP确认事件和无人员伤亡；建筑资料显示约16层，需再用业主或市政府资料核对确切层数。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
129,HRF-0129,非洲,South Africa,"Johannesburg CBD, Gauteng, South Africa",Rand Inn International Hotel fire,2003-03-05,2003,约21层住宅旅馆低层餐厅/厨房起火，烟气通过楼梯间和电梯井充满整栋高层。,餐厅厨房火花起火为CTIF汇总说法；同期报道仅确认火集中于2至3层，原因应再查消防调查。,同期报道5死61伤，其中有人从高层跳下；CTIF汇总为6死67伤。,https://iol.co.za/news/south-africa/2003-03-05-joburg-fire-victims-leap-to-their-death/,-26.2041,28.0473,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise hotel / residential fire,residential hotel,20-21 storeys,未检索到,older inner-city residential hotel,5,61,,B,confirmed_highrise_casualty_discrepancy,确认但有待复核字段,IOL同期报道明确20层烟气传播、5死61伤；CTIF二次汇总记21层、6死67伤，存在版本差异。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
130,HRF-0130,非洲,Egypt,"Abbas Al-Aqqad Street, Nasr City, Cairo, Egypt",Nasr City high-rise fire and collapse,2004-01-26,2004,开罗Nasr City一栋12层住宅商住楼底层商店起火后发生气瓶爆炸并整体坍塌。,底层家电商店/仓库起火，餐馆气瓶受热爆炸；违法加层和较差施工被认为导致坍塌。,最终报道14人死亡、36至40余人受伤；相邻两栋楼被疏散。,https://www.cbsnews.com/news/collapsed-cairo-high-rise-traps-15/,30.056,31.33,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise mixed-use fire and collapse,residential with ground-floor commercial uses,11-12 storeys; originally permitted 4-5 floors,未检索到,built 1981; 6-7 floors added illegally,14,36,,A,confirmed_highrise_floor_discrepancy,确认但有待复核字段,CBS刊载AP同期报道；Al Jazeera后续确认14死36伤，楼层报道11至12层不一。,区域代理-欧洲非洲,区域代理-欧洲非洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
